番号,山名,別名,山頂名,読み,都道府県,標高,所在地,地図,緯度,経度,三角点名等,備考
964,由布岳,豊後富士,"",ゆふだけ（ぶんごふじ）,大分県,1583,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/33.282222222222224/131.39027777777778,33°16′56″,131°23′25″,油布山,""
965,万年山,"","",はねやま,大分県,1140,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/33.231388888888894/131.13055555555556,33°13′53″,131°07′50″,羽根山,""
966,涌蓋山,"","",わいたざん,大分県,1500,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/33.14/131.16444444444446,33°08′24″,131°09′52″,涌蓋山,""
967,くじゅう連山,"",中岳,くじゅうれんざん<なかだけ>,大分県,1791,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/33.08583333333333/131.24888888888887,33°05′09″,131°14′56″,標高点,""
968,くじゅう連山,"",黒岳,くじゅうれんざん<くろだけ>,大分県,1587,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/33.105555555555554/131.2927777777778,33°06′20″,131°17′34″,標高点,""
969,くじゅう連山,"",大船山,くじゅうれんざん<たいせんざん>,大分県,1786,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/33.095/131.28055555555557,33°05′42″,131°16′50″,大船山,""
970,くじゅう連山,"",三俣山,くじゅうれんざん<みまたやま>,大分県,1744,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/33.10388888888889/131.24638888888887,33°06′14″,131°14′47″,三俣山,Ｈ24三角点改測
971,くじゅう連山,"",星生山,くじゅうれんざん<ほっしょうざん>,大分県,1762,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/33.090833333333336/131.23250000000002,33°05′27″,131°13′57″,標高点,""
972,くじゅう連山,"",久住山,くじゅうれんざん<くじゅうさん>,大分県,1787,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/33.08222222222223/131.2408333333333,33°04′56″,131°14′27″,久住山,""
973,阿蘇山,"",高岳,あそさん<たかだけ>,熊本県,1592,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/32.88444444444444/131.1038888888889,32°53′04″,131°06′14″,高岳,""
974,阿蘇山,"",根子岳（猫岳）,あそさん<ねこだけ>,熊本県,1433,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/32.88361111111111/131.14444444444445,32°53′01″,131°08′40″,標高点,""
975,阿蘇山,"",中岳,あそさん<なかだけ>,熊本県,1506,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/32.88361111111111/131.09694444444446,32°53′01″,131°05′49″,標高点,""
976,阿蘇山,"",杵島岳,あそさん<きしまだけ>,熊本県,1326,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/32.8925/131.05805555555557,32°53′33″,131°03′29″,標高点,""
977,阿蘇山,"",烏帽子岳,あそさん<えぼしだけ>,熊本県,1337,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/32.87361111111111/131.05805555555557,32°52′25″,131°03′29″,西烏帽子岳,""
978,鷹取山,"","",たかとりやま,福岡県,802,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/33.30305555555555/130.7227777777778,33°18′11″,130°43′22″,耳納山,""
979,釈迦岳,"","",しゃかだけ,大分県,1231,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/33.1875/130.88916666666665,33°11′15″,130°53′21″,標高点,""
980,酒呑童子山,"","",しゅてんどうじやま,大分県,1181,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/33.096944444444446/130.90833333333333,33°05′49″,130°54′30″,兵戸山,""
981,国見山,"","",くにみやま,熊本県,1018,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/33.105555555555554/130.8175,33°06′20″,130°49′03″,国見山,""
982,筒ヶ岳,"","",つつがたけ,熊本県,501,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/32.984722222222224/130.5275,32°59′05″,130°31′39″,小代山,""
983,金峰山,"","",きんぼうざん,熊本県,665,阿蘇・くじゅうとその周辺,https://maps.gsi.go.jp/#15/32.814166666666665/130.63888888888889,32°48′51″,130°38′20″,金峰山,""
984,黒髪山,"","",くろかみざん,佐賀県,516,佐賀西部・長崎・島原,https://maps.gsi.go.jp/#15/33.21388888888889/129.90222222222224,33°12′50″,129°54′08″,標高点,""
985,国見山,"","",くにみやま,長崎県,776,佐賀西部・長崎・島原,https://maps.gsi.go.jp/#15/33.23694444444445/129.8127777777778,33°14′13″,129°48′46″,國見岳,""
986,虚空蔵山,"","",こくぞうざん,長崎県,609,佐賀西部・長崎・島原,https://maps.gsi.go.jp/#15/33.09055555555556/129.92138888888888,33°05′26″,129°55′17″,虚空蔵山,""
987,多良岳,"",経ヶ岳,たらだけ<きょうがだけ>,"佐賀県, 長崎県",1076,佐賀西部・長崎・島原,https://maps.gsi.go.jp/#15/32.987500000000004/130.07638888888889,32°59′15″,130°04′35″,京ノ岳,""
988,多良岳,"","",たらだけ,佐賀県,996,佐賀西部・長崎・島原,https://maps.gsi.go.jp/#15/32.97555555555556/130.0927777777778,32°58′32″,130°05′34″,標高点,""
989,多良岳,"",五家原岳,たらだけ<ごかはらだけ>,長崎県,1057,佐賀西部・長崎・島原,https://maps.gsi.go.jp/#15/32.95805555555556/130.07666666666665,32°57′29″,130°04′36″,仏ノ辻,""
990,雲仙岳,"",普賢岳,うんぜんだけ<ふげんだけ>,長崎県,1359,佐賀西部・長崎・島原,https://maps.gsi.go.jp/#15/32.76/130.29222222222222,32°45′36″,130°17′32″,普賢岳,""
991,雲仙岳,"",平成新山,うんぜんだけ<へいせいしんざん>,長崎県,1483,佐賀西部・長崎・島原,https://maps.gsi.go.jp/#15/32.76138888888889/130.29888888888888,32°45′41″,130°17′56″,標高点,山頂名追加：Ｈ8関係自治体からの申請による
992,長浦岳,"","",ながうらだけ,長崎県,561,佐賀西部・長崎・島原,https://maps.gsi.go.jp/#15/32.91361111111111/129.7447222222222,32°54′49″,129°44′41″,長浦村,""
993,八郎岳,"","",はちろうだけ,長崎県,590,佐賀西部・長崎・島原,https://maps.gsi.go.jp/#15/32.67027777777778/129.8563888888889,32°40′13″,129°51′23″,八郎岳,""
994,御岳,"",雄岳,みたけ<おだけ>,長崎県,479,対馬,https://maps.gsi.go.jp/#15/34.57194444444445/129.38166666666666,34°34′19″,129°22′54″,標高点,""
995,白嶽,"","",しらたけ,長崎県,518,対馬,https://maps.gsi.go.jp/#15/34.26416666666667/129.2497222222222,34°15′51″,129°14′59″,標高点,""
996,有明山,"","",ありあけやま,長崎県,558,対馬,https://maps.gsi.go.jp/#15/34.20444444444445/129.265,34°12′16″,129°15′54″,有明山,""
997,矢立山,"","",やたてやま,長崎県,648,対馬,https://maps.gsi.go.jp/#15/34.177499999999995/129.22611111111112,34°10′39″,129°13′34″,矢立山,Ｈ28三角点標高改訂
998,山王山,雄嶽,"",さんのうざん（おだけ）,長崎県,439,五島列島,https://maps.gsi.go.jp/#15/32.93333333333333/129.05305555555557,32°56′00″,129°03′11″,三王山,""
999,父ヶ岳,"","",ててがたけ,長崎県,460,五島列島,https://maps.gsi.go.jp/#15/32.69833333333333/128.6811111111111,32°41′54″,128°40′52″,父ケ岳,Ｈ17三角点改測
1000,佩楯山,"","",はいだてさん,大分県,754,九州山地,https://maps.gsi.go.jp/#15/32.95305555555556/131.64583333333331,32°57′11″,131°38′45″,佩立山,""
1001,傾山,"","",かたむきやま,大分県,1605,九州山地,https://maps.gsi.go.jp/#15/32.83888888888889/131.47583333333333,32°50′20″,131°28′33″,測定点,Ｈ16現地計測による標高改訂
1002,大崩山,"","",おおくえやま,宮崎県,1644,九州山地,https://maps.gsi.go.jp/#15/32.73777777777778/131.51305555555555,32°44′16″,131°30′47″,測定点,Ｈ16現地計測による標高改訂
1003,行縢山,"","",むかばきやま,宮崎県,830,九州山地,https://maps.gsi.go.jp/#15/32.62583333333333/131.57222222222222,32°37′33″,131°34′20″,行騰山,""
1004,祖母山,"","",そぼさん,"大分県, 宮崎県",1756,九州山地,https://maps.gsi.go.jp/#15/32.82805555555556/131.34694444444446,32°49′41″,131°20′49″,祖母山,""
1005,古祖母山,"","",ふるそぼさん,"大分県, 宮崎県",1633,九州山地,https://maps.gsi.go.jp/#15/32.80277777777778/131.36444444444444,32°48′10″,131°21′52″,古祖母山,""
1006,諸塚山,"","",もろつかやま,宮崎県,1342,九州山地,https://maps.gsi.go.jp/#15/32.63472222222222/131.2875,32°38′05″,131°17′15″,諸塚山,""
1007,向坂山,"","",むこうざかやま,"熊本県, 宮崎県",1685,九州山地,https://maps.gsi.go.jp/#15/32.57972222222222/131.105,32°34′47″,131°06′18″,向坂,Ｈ14三角点改測
1008,国見岳,"","",くにみだけ,"熊本県, 宮崎県",1739,九州山地,https://maps.gsi.go.jp/#15/32.54722222222222/131.01833333333335,32°32′50″,131°01′06″,国見岳,大国見（おおくるみ）
1009,上福根山,"","",かみふくねやま,熊本県,1646,九州山地,https://maps.gsi.go.jp/#15/32.473333333333336/130.94694444444445,32°28′24″,130°56′49″,上福根,Ｈ26三角点標高改訂
1010,江代山,津野岳,"",えしろやま（つのだけ）,"熊本県, 宮崎県",1607,九州山地,https://maps.gsi.go.jp/#15/32.370555555555555/131.07611111111112,32°22′14″,131°04′34″,都野岳,""
1011,市房山,"","",いちふさやま,"熊本県, 宮崎県",1721,九州山地,https://maps.gsi.go.jp/#15/32.31166666666666/131.1011111111111,32°18′42″,131°06′04″,市房山,""
1012,石堂山,"","",いしどうやま,宮崎県,1547,九州山地,https://maps.gsi.go.jp/#15/32.30027777777777/131.16777777777776,32°18′01″,131°10′04″,石堂山,""
1013,尾鈴山,"","",おすずやま,宮崎県,1405,九州山地,https://maps.gsi.go.jp/#15/32.299166666666665/131.42666666666665,32°17′57″,131°25′36″,尾鈴山,""
1014,仰烏帽子山,"","",のけえぼしやま,熊本県,1302,九州山地,https://maps.gsi.go.jp/#15/32.37138888888889/130.7777777777778,32°22′17″,130°46′40″,仰烏帽子,のげぼしやま
1015,白髪岳,"","",しらがだけ,熊本県,1417,九州山地,https://maps.gsi.go.jp/#15/32.150277777777774/130.94333333333333,32°09′01″,130°56′36″,白髪岳,""
1016,国見山,"","",くにみやま,熊本県,969,九州山地,https://maps.gsi.go.jp/#15/32.187777777777775/130.61416666666665,32°11′16″,130°36′51″,国見山,""
1017,矢筈岳,"","",やはずだけ,"熊本県, 鹿児島県",687,九州山地,https://maps.gsi.go.jp/#15/32.12277777777778/130.40055555555557,32°07′22″,130°24′02″,矢筈岳,""
1018,紫尾山,上宮山,"",しびさん（じょうぐさん）,鹿児島県,1067,九州山地,https://maps.gsi.go.jp/#15/31.980833333333333/130.3675,31°58′51″,130°22′03″,標高点,""
1019,鰐塚山,"","",わにつかやま,宮崎県,1118,九州南部,https://maps.gsi.go.jp/#15/31.76888888888889/131.26944444444445,31°46′08″,131°16′10″,鰐ノ塚,""
1020,霧島山,"",韓国岳,きりしまやま<からくにだけ>,"宮崎県, 鹿児島県",1700,九州南部,https://maps.gsi.go.jp/#15/31.934166666666666/130.86166666666665,31°56′03″,130°51′42″,西霧島山,""
1021,霧島山,"",新燃岳,きりしまやま<しんもえだけ>,"宮崎県, 鹿児島県",1421,九州南部,https://maps.gsi.go.jp/#15/31.909444444444443/130.8863888888889,31°54′34″,130°53′11″,新燃,""
1022,霧島山,"",高千穂峰,きりしまやま<たかちほのみね>,宮崎県,1574,九州南部,https://maps.gsi.go.jp/#15/31.886388888888888/130.9188888888889,31°53′11″,130°55′08″,高千穂峰,Ｈ26三角点標高改訂
1023,高隈山,"",大箆柄岳,たかくまやま<おおのがらだけ>,鹿児島県,1236,九州南部,https://maps.gsi.go.jp/#15/31.48611111111111/130.8186111111111,31°29′10″,130°49′07″,大箆柄,""
1024,高隈山,"",御岳,たかくまやま<おんたけ>,鹿児島県,1182,九州南部,https://maps.gsi.go.jp/#15/31.460277777777776/130.82055555555556,31°27′37″,130°49′14″,高隈山,""
1025,甫与志岳,"","",ほよしだけ,鹿児島県,967,九州南部,https://maps.gsi.go.jp/#15/31.264166666666668/130.98999999999998,31°15′51″,130°59′24″,甫与志岳,""
1026,稲尾岳,"","",いなおだけ,鹿児島県,930,九州南部,https://maps.gsi.go.jp/#15/31.123333333333335/130.88472222222222,31°07′24″,130°53′05″,標高点,""
1027,御岳,北岳,"",おんたけ（きただけ）,鹿児島県,1117,九州南部（桜島）,https://maps.gsi.go.jp/#15/31.592499999999998/130.65666666666667,31°35′33″,130°39′24″,標高点,""
1028,八重山,"","",やえやま,鹿児島県,677,九州南部,https://maps.gsi.go.jp/#15/31.734444444444446/130.44833333333332,31°44′04″,130°26′54″,八重山,""
1029,冠岳,西岳,"",かんむりだけ（にしだけ）,鹿児島県,516,九州南部,https://maps.gsi.go.jp/#15/31.748611111111114/130.3311111111111,31°44′55″,130°19′52″,西岳,""
1030,熊ヶ岳,"","",くまがたけ,鹿児島県,590,九州南部,https://maps.gsi.go.jp/#15/31.455277777777777/130.46388888888887,31°27′19″,130°27′50″,清水,""
1031,金峯山,"","",きんぽうざん,鹿児島県,636,九州南部,https://maps.gsi.go.jp/#15/31.467777777777776/130.38305555555556,31°28′04″,130°22′59″,金峰山,""
1032,野間岳,"","",のまだけ,鹿児島県,591,九州南部,https://maps.gsi.go.jp/#15/31.404444444444444/130.15833333333333,31°24′16″,130°09′30″,野間岳,""
1033,開聞岳,"","",かいもんだけ,鹿児島県,924,九州南部,https://maps.gsi.go.jp/#15/31.18/130.52833333333334,31°10′48″,130°31′42″,測定点,""
1034,倉岳,"","",くらだけ,熊本県,682,天草諸島,https://maps.gsi.go.jp/#15/32.42777777777778/130.32694444444445,32°25′40″,130°19′37″,倉ケ嶽,""
1035,角山,"","",かどやま,熊本県,526,天草諸島,https://maps.gsi.go.jp/#15/32.39944444444444/130.0938888888889,32°23′58″,130°05′38″,角岳,""
1036,尾岳,"","",おたけ,鹿児島県,604,甑島列島,https://maps.gsi.go.jp/#15/31.723055555555554/129.73944444444444,31°43′23″,129°44′22″,下甑島,""
1037,天女ヶ倉,"","",あまめがくら,鹿児島県,238,大隅諸島（種子島）,https://maps.gsi.go.jp/#15/30.74361111111111/131.05333333333334,30°44′37″,131°03′12″,鼻指,""
1038,硫黄岳,"","",いおうだけ,鹿児島県,704,大隅諸島（薩摩硫黄島）,https://maps.gsi.go.jp/#15/30.793055555555558/130.3052777777778,30°47′35″,130°18′19″,硫黄島,""
1039,櫓岳,"","",やぐらだけ,鹿児島県,620,大隅諸島（黒島）,https://maps.gsi.go.jp/#15/30.828333333333333/129.9375,30°49′42″,129°56′15″,黒島,Ｈ27三角点改測
1040,古岳,"","",ふるだけ,鹿児島県,657,大隅諸島（口永良部島）,https://maps.gsi.go.jp/#15/30.443333333333335/130.21722222222223,30°26′36″,130°13′02″,標高点,""
1041,宮之浦岳,"","",みやのうらだけ,鹿児島県,1936,大隅諸島（屋久島）,https://maps.gsi.go.jp/#15/30.33611111111111/130.50416666666666,30°20′10″,130°30′15″,測定点,""
1042,永田岳,"","",ながただけ,鹿児島県,1886,大隅諸島（屋久島）,https://maps.gsi.go.jp/#15/30.342777777777776/130.49249999999998,30°20′34″,130°29′33″,標高点,""
1043,モッチョム岳,"","",もっちょむだけ,鹿児島県,940,大隅諸島（屋久島）,https://maps.gsi.go.jp/#15/30.256666666666668/130.56416666666667,30°15′24″,130°33′51″,標高点,本冨岳（もっちょむだけ）
1044,前岳,"","",まえだけ,鹿児島県,628,吐噶喇列島（口之島）,https://maps.gsi.go.jp/#15/29.968055555555555/129.92555555555555,29°58′05″,129°55′32″,口之島,""
1045,御岳,"","",おんたけ,鹿児島県,979,吐噶喇列島（中之島）,https://maps.gsi.go.jp/#15/29.859166666666667/129.85694444444445,29°51′33″,129°51′25″,中之島Ⅱ,""
